TransactionID,email_domain,IpAddress,PhoneNo,DeviceID
980,yahoo.com,118.147.64.91,487-308-1271,Device9879
981,outlook.com,117.98.11.54,242-710-7008,Device5752
982,outlook.com,173.47.140.246,919-168-4332,Device6495
983,outlook.com,149.246.139.231,887-178-1622,Device4209
984,gmail.com,220.5.209.184,869-704-3572,Device8398
985,outlook.com,20.169.46.250,871-720-6214,Device7743
986,yahoo.com,12.70.17.115,716-107-1066,Device6648
987,outlook.com,147.154.48.108,595-290-8533,Device6171
988,outlook.com,236.52.96.70,867-620-2140,Device8890
989,yahoo.com,183.250.228.102,366-710-8465,Device1324
990,outlook.com,75.161.190.216,263-475-4339,Device4557
991,yahoo.com,151.143.155.203,648-173-8675,Device4587
992,outlook.com,192.249.243.242,172-407-1198,Device1151
993,yahoo.com,209.179.181.206,229-857-1571,Device1954
994,outlook.com,219.82.92.179,890-714-2174,Device5354
995,outlook.com,175.239.4.135,768-305-1178,Device8160
996,gmail.com,109.163.48.73,296-834-7232,Device1687
997,gmail.com,72.116.173.81,898-533-9979,Device9501
998,outlook.com,81.113.225.96,847-282-5588,Device4127
999,outlook.com,72.147.63.38,229-764-4084,Device7763
1000,hotmail.com,67.187.69.13,733-970-1731,Device4395
